GeografischerName_GEN,mean.day_1,mean.day_2,mean.day_3,mean.day_4,mean.day_5,mean.day_6,mean.day_7,mean.day_8,mean.day_9,mean.day_10,mean.day_11,mean.day_12,mean.day_13,mean.day_14,mean.day_15,mean.day_16,mean.day_17,mean.day_18,mean.day_19,mean.day_20,mean.day_21,mean.day_22,mean.day_23,mean.day_24,mean.day_25,mean.day_26,mean.day_27,mean.day_28,mean.day_29,mean.day_30,mean.day_31,mean.day_32,mean.day_33,mean.day_34,mean.day_35,mean.day_36,mean.day_37,mean.day_38,mean.day_39,mean.day_40,mean.day_41,mean.day_42,mean.day_43,mean.day_44,mean.day_45,mean.day_46,mean.day_47,mean.day_48,mean.day_49,mean.day_50,mean.day_51,mean.day_52,mean.day_53,mean.day_54,mean.day_55,mean.day_56,mean.day_57,mean.day_58,mean.day_59,mean.day_60,mean.day_61,mean.day_62,mean.day_63,mean.day_64,mean.day_65,mean.day_66,mean.day_67,mean.day_68,mean.day_69,mean.day_70,mean.day_71,mean.day_72,mean.day_73,mean.day_74,mean.day_75,mean.day_76,mean.day_77,mean.day_78,mean.day_79,mean.day_80,mean.day_81,mean.day_82,mean.day_83,mean.day_84,mean.day_85,mean.day_86,mean.day_87,mean.day_88,mean.day_89,mean.day_90,mean.day_91,mean.day_92,mean.day_93,mean.day_94,mean.day_95,mean.day_96,mean.day_97,mean.day_98,mean.day_99,mean.day_100,mean.day_101,mean.day_102,mean.day_103,mean.day_104,mean.day_105,mean.day_106,mean.day_107,mean.day_108,mean.day_109,mean.day_110,mean.day_111,mean.day_112,mean.day_113,mean.day_114,mean.day_115,mean.day_116,mean.day_117,mean.day_118,mean.day_119,mean.day_120,mean.day_121,mean.day_122,mean.day_123,mean.day_124,mean.day_125,mean.day_126,mean.day_127,mean.day_128,mean.day_129,mean.day_130,mean.day_131,mean.day_132,mean.day_133,mean.day_134,mean.day_135,mean.day_136,mean.day_137,mean.day_138,mean.day_139,mean.day_140,mean.day_141,mean.day_142,mean.day_143,mean.day_144,mean.day_145,mean.day_146,mean.day_147,mean.day_148,mean.day_149,mean.day_150,mean.day_151,mean.day_152,mean.day_153,mean.day_154,mean.day_155,mean.day_156,mean.day_157,mean.day_158,mean.day_159,mean.day_160,mean.day_161,mean.day_162,mean.day_163,mean.day_164,mean.day_165,mean.day_166,mean.day_167,mean.day_168,mean.day_169,mean.day_170,mean.day_171,mean.day_172,mean.day_173,mean.day_174,mean.day_175,mean.day_176,mean.day_177,mean.day_178,mean.day_179,mean.day_180,mean.day_181,mean.day_182,mean.day_183,mean.day_184,mean.day_185,mean.day_186,mean.day_187,mean.day_188,mean.day_189,mean.day_190,mean.day_191,mean.day_192,mean.day_193,mean.day_194,mean.day_195,mean.day_196,mean.day_197,mean.day_198,mean.day_199,mean.day_200,mean.day_201,mean.day_202,mean.day_203,mean.day_204,mean.day_205,mean.day_206,mean.day_207,mean.day_208,mean.day_209,mean.day_210,mean.day_211,mean.day_212,mean.day_213,mean.day_214,mean.day_215,mean.day_216,mean.day_217,mean.day_218,mean.day_219,mean.day_220,mean.day_221,mean.day_222,mean.day_223,mean.day_224,mean.day_225,mean.day_226,mean.day_227,mean.day_228,mean.day_229,mean.day_230,mean.day_231,mean.day_232,mean.day_233,mean.day_234,mean.day_235,mean.day_236,mean.day_237,mean.day_238,mean.day_239,mean.day_240,mean.day_241,mean.day_242,mean.day_243,mean.day_244,mean.day_245,mean.day_246,mean.day_247,mean.day_248,mean.day_249,mean.day_250,mean.day_251,mean.day_252,mean.day_253,mean.day_254,mean.day_255,mean.day_256,mean.day_257,mean.day_258,mean.day_259,mean.day_260,mean.day_261,mean.day_262,mean.day_263,mean.day_264,mean.day_265,mean.day_266,mean.day_267,mean.day_268,mean.day_269,mean.day_270,mean.day_271,mean.day_272,mean.day_273,mean.day_274,mean.day_275,mean.day_276,mean.day_277,mean.day_278,mean.day_279,mean.day_280,mean.day_281,mean.day_282,mean.day_283,mean.day_284,mean.day_285,mean.day_286,mean.day_287,mean.day_288,mean.day_289,mean.day_290,mean.day_291,mean.day_292,mean.day_293,mean.day_294,mean.day_295,mean.day_296,mean.day_297,mean.day_298,mean.day_299,mean.day_300,mean.day_301,mean.day_302,mean.day_303,mean.day_304,mean.day_305,mean.day_306,mean.day_307,mean.day_308,mean.day_309,mean.day_310,mean.day_311,mean.day_312,mean.day_313,mean.day_314,mean.day_315,mean.day_316,mean.day_317,mean.day_318,mean.day_319,mean.day_320,mean.day_321,mean.day_322,mean.day_323,mean.day_324,mean.day_325,mean.day_326,mean.day_327,mean.day_328,mean.day_329,mean.day_330,mean.day_331,mean.day_332,mean.day_333,mean.day_334,mean.day_335,mean.day_336,mean.day_337,mean.day_338,mean.day_339,mean.day_340,mean.day_341,mean.day_342,mean.day_343,mean.day_344,mean.day_345,mean.day_346,mean.day_347,mean.day_348,mean.day_349,mean.day_350,mean.day_351,mean.day_352,mean.day_353,mean.day_354,mean.day_355,mean.day_356,mean.day_357,mean.day_358,mean.day_359,mean.day_360,mean.day_361,mean.day_362,mean.day_363,mean.day_364,mean.day_365,mean.day_366,ID
Flensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kiel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564462412148714,0,0,0,0,0,0,0,0,0,0.0305763110518456,0.052399143576622,0.0540715679526329,0,0,0,0,0,0,0.0392545387148857,0.0384217128157616,0.0492652133107185,0.0483238622546196,0.0706117898225784,0.0746235921978951,0.0946266204118729,0.115771979093552,0.0970894917845726,0.0697199627757072,0.0820658057928085,0.0976738557219505,0.10789280384779,0.0929669141769409,0.127884060144424,0.158173486590385,0.177495226264,0.177261292934418,0.124431736767292,0.117960222065449,0,0.109280698001385,0.113939605653286,0.0860313326120377,0.0900593027472496,0.127637714147568,0,0,0,0,0,0,0,0,0.0348935537040234,0.0665329024195671,0.0636613667011261,0.120749980211258,0.164306297898293,0.188745602965355,0.103128887712955,0,0,0.0901154428720474,0.122047565877438,0.132050812244415,0.138972148299217,0.13713513314724,0.135457873344421,0,0.0675353333353996,0.13149419426918,0.200009614229202,0.150118604302406,0.0795231610536575,0,0.186935052275658,0.228175580501556,0.231206402182579,0.235956773161888,0.228911489248276,0.239982143044472,0.237000167369843,0.226229205727577,0.218732252717018,0.209464505314827,0.233073845505714,0.260818213224411,0.253216564655304,0.223033785820007,0.205326542258263,0.249883845448494,0.255234897136688,0.207750529050827,0.146398395299911,0.0908213704824448,0.0803963169455528,0.154845595359802,0.0909826382994652,0.104186162352562,0.114360958337784,0.13574843108654,0.0945970341563225,0,0,0,0.153389394283295,0,0,0,0.147808611392975,0.1396444439888,0,0,0,0.110123455524445,0.169232428073883,0.193592935800552,0.108802579343319,0,0,0,0,0,0,0.0715792775154114,0.0798425897955894,0,0,0,0,0,0,0,0,0.0726315230131149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727780610322952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lübeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185326801147312,0,0,0,0,0,0,0,0,0,0.00308557646349072,0.0059118471108377,0.00557531975209713,0,0,0,0,0,0,0.00488284416496754,0.00389520637691021,0.00673394696787,0.00527193676680326,0.00786793138831854,0.00807162094861269,0.0104162432253361,0.0123642720282078,0.0107895461842418,0.00808888208121061,0.00954215694218874,0.0105618536472321,0.0121171213686466,0.00964966882020235,0.0126849003136158,0.0165341235697269,0.0191747415810823,0.0189791470766068,0.0148637825623155,0.0128058958798647,0.00737075787037611,0.0117845349013805,0.010861006565392,0.0114637576043606,0.01211460493505,0.0153276370838284,0,0,0,0,0,0,0,0.00912356469780207,0.0120771313086152,0.00679529830813408,0.00975476577877998,0.0149050988256931,0.0172017570585012,0.0220760982483625,0.0127192018553615,0,0,0.0134399449452758,0.0156072285026312,0.0157855655997992,0.016301441937685,0.0154128884896636,0.0167125705629587,0.00890219025313854,0.00913338642567396,0.0146013228222728,0.0215020198374987,0.0182192530483007,0.0114878825843334,0.0114143230021,0.020451046526432,0.0241381470113993,0.0242096483707428,0.0248556397855282,0.0247534438967705,0.0251414384692907,0.0249797161668539,0.0240345280617476,0.0229929033666849,0.0225615780800581,0.0259013287723064,0.0279899779707193,0.0265695378184319,0.0229600481688976,0.0230998061597347,0.0277858804911375,0.0271880347281694,0.0233976561576128,0.0171492993831635,0.00857593212276697,0.0134976860135794,0.0153137305751443,0.0121653778478503,0.0114774229004979,0.0129887862131,0.0143913310021162,0.0133510446175933,0,0.00934469886124134,0,0.0182857476174831,0,0,0,0.0154702123254538,0.0168134924024343,0,0,0,0.0137737821787596,0.0193475801497698,0.0207320004701614,0.0167229063808918,0,0,0,0,0,0,0.0116547970101237,0.00983403436839581,0,0,0,0,0,0,0,0,0.00780348293483257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466931425035,0,0,0,0,0,0,0,0,0,0,0.00740482285618782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Neumünster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418216772377491,0,0,0,0,0,0,0,0,0,0.0918990448117256,0.16501984000206,0.172506555914879,0,0,0,0,0,0,0.107977770268917,0.123892530798912,0.173025265336037,0.178499534726143,0.210721582174301,0.227124825119972,0.28580504655838,0.352036088705063,0.300980061292648,0.232833653688431,0.243792727589607,0.290734171867371,0.318400263786316,0.287162840366364,0.384121119976044,0.474849551916122,0.532762944698334,0.528565049171448,0.355536848306656,0.334642767906189,0.141203984618187,0.320260584354401,0.317905277013779,0.263179987668991,0.268244922161102,0.372077107429504,0,0,0,0,0,0,0,0,0,0.228087186813354,0.198215126991272,0.348796516656876,0.485534310340881,0.545472145080566,0.30180436372757,0,0,0.281708508729935,0.361490994691849,0.394295513629913,0.410249292850494,0.400587618350983,0.402100712060928,0,0.216587916016579,0.421064734458923,0.590233743190765,0.43536639213562,0.228866398334503,0.0486127585172653,0.55423504114151,0.671386182308197,0.70055878162384,0.723675131797791,0.690618097782135,0.724514544010162,0.722407460212708,0.694292783737183,0.677701413631439,0.650412142276764,0.711573421955109,0.770988345146179,0.747425675392151,0.647491037845612,0.605672180652618,0.75725382566452,0.761769652366638,0.625945627689362,0.464907974004745,0.242769926786423,0.0744953081011772,0.455308616161346,0.282333195209503,0.274760395288467,0.322385728359222,0.405586719512939,0.295391201972961,0,0,0,0.46266233921051,0,0,0,0.427550494670868,0.432447850704193,0,0,0,0.340581715106964,0.522287786006927,0.612419307231903,0.270112007856369,0,0,0,0,0,0,0.0235946904867887,0.0228347517549992,0,0,0,0,0,0,0,0,0.208090752363205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232597678899765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Dithmarschen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182395130395889,0.0180998165160418,0,0,0,0,0,0,0,0.0346471033990383,0.0308068487793207,0.0534702502191067,0.0849283114075661,0.0917038023471832,0,0,0,0,0,0,0.0589654259383678,0.0798097178339958,0.0882035866379738,0.0989787876605988,0.10929324477911,0.122566767036915,0.144084960222244,0.17365238070488,0.15518356859684,0.106506399810314,0.117949433624744,0.143042683601379,0.144273400306702,0.136712059378624,0.19879512488842,0.234325706958771,0.265212148427963,0.247778922319412,0.157167017459869,0.135451748967171,0.00364011549390852,0.160883098840714,0.144976809620857,0.112852171063423,0.129872545599937,0.172466158866882,0,0,0,0,0,0,0,0.0956000238656998,0,0.00481688836589456,0.120426684617996,0.155093312263489,0.239753112196922,0.244315087795258,0.12640780210495,0,0,0.113927982747555,0.156448051333427,0.180664017796516,0.182170838117599,0.179184079170227,0.167340412735939,0.0257052686065435,0.125060096383095,0.20159025490284,0.249896302819252,0.191738069057465,0.116705819964409,0,0.245689243078232,0.30735319852829,0.326962769031525,0.333512246608734,0.321644842624664,0.325415760278702,0.323747992515564,0.307137966156006,0.297888785600662,0.289755880832672,0.311156451702118,0.349664598703384,0.336946427822113,0.279213190078735,0.279821813106537,0.323977679014206,0.354295134544373,0.276780724525452,0.196678817272186,0.126286208629608,0.00506584299728274,0.222942695021629,0.124564297497272,0.0717720836400986,0.12677489221096,0.173567593097687,0.140759468078613,0,0.102962121367455,0,0.206376791000366,0,0,0,0.20118160545826,0.190891981124878,0,0,0,0.155054658651352,0.240235343575478,0.27603280544281,0.0248783230781555,0,0,0,0,0,0.00434409221634269,0.116200856864452,0.00446716882288456,0,0,0,0,0,0,0,0,0.0788936093449593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814110562205315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Herzogtum Lauenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954491086304188,0.0245075467973948,0,0,0,0,0,0,0,0,0,0,0.00355512788519263,0.0559304617345333,0,0,0,0,0.0020130006596446,0,0,0,0.00510895298793912,0.104602299630642,0.167106732726097,0.15544667840004,0,0,0,0,0,0.0229558758437634,0.144288867712021,0.113178744912148,0.212667629122734,0.19653707742691,0.213953167200089,0.222663894295692,0.264712780714035,0.31131848692894,0.281153649091721,0.22785709798336,0.238328322768211,0.274860054254532,0.303904563188553,0.267093271017075,0.33477371931076,0.415650576353073,0.474267154932022,0.459647119045258,0.330353051424026,0.279215186834335,0.176363080739975,0.260862946510315,0.23411962389946,0.280932813882828,0.29509437084198,0.370259910821915,0,0,0,0,0,0,0,0.219388395547867,0.270932286977768,0.18857704102993,0.219842791557312,0.338023573160172,0.418627709150314,0.493700951337814,0.268579244613647,0,0,0.305555582046509,0.35547000169754,0.363718867301941,0.365699738264084,0.341353178024292,0.379978895187378,0.222553104162216,0.177627235651016,0.377654194831848,0.508410573005676,0.404221147298813,0.252209395170212,0.236356437206268,0.459425538778305,0.565177500247955,0.595512986183167,0.628702998161316,0.604958057403564,0.613377213478088,0.621089458465576,0.604026913642883,0.591153502464294,0.580463469028473,0.631876826286316,0.665892481803894,0.624763488769531,0.556925356388092,0.53742527961731,0.676895141601563,0.682731151580811,0.550879895687103,0.407548636198044,0,0.26104462146759,0.335480839014053,0.25743904709816,0.282522439956665,0.27535218000412,0.354318678379059,0.271622210741043,0,0,0,0.439402669668198,0,0,0,0.334488987922668,0.412345379590988,0,0,0,0.313227742910385,0.479693204164505,0.553826928138733,0.387065261602402,0,0,0,0,0,0.122014865279198,0.223321497440338,0.189456462860107,0,0,0,0,0,0,0,0,0.186980426311493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135566502809525,0,0,0,0,0,0,0,0,0,0,0.18839593231678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nordfriesland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603847205638885,0.021104333922267,0,0,0,0,0,0,0,0.0453149564564228,0.0304877143353224,0.0748007521033287,0.116350293159485,0.132232546806335,0,0,0,0,0,0,0.0504053793847561,0.128190860152245,0.12142276763916,0.142967790365219,0.174500539898872,0.179277777671814,0.215035945177078,0.268911272287369,0.240093886852264,0.145534202456474,0.178410559892654,0.215502619743347,0.216293603181839,0.206029176712036,0.305369347333908,0.366315335035324,0.414906591176987,0.389028012752533,0.245864674448967,0.195491418242455,0.0775619223713875,0.253049194812775,0.211463123559952,0.0564484745264053,0.199805751442909,0.259076505899429,0,0,0,0,0,0,0,0.0351970866322517,0,0,0.175042316317558,0.227910667657852,0.384579718112946,0.384792417287827,0.184194624423981,0,0,0.0375245660543442,0.22988797724247,0.272489577531815,0.284830987453461,0.272416353225708,0.253390282392502,0.000125726437545381,0.194656699895859,0.295710414648056,0.391462445259094,0.297261148691177,0.158269837498665,0,0.360234469175339,0.475187063217163,0.513115525245667,0.531027138233185,0.52762246131897,0.52264142036438,0.507883250713348,0.478053748607635,0.457865715026855,0.442532032728195,0.482139974832535,0.550148785114288,0.552138686180115,0.450627535581589,0.436495691537857,0.494202345609665,0.563277959823608,0.455479890108109,0.308053582906723,0.108576685190201,0,0.36289918422699,0.0440281145274639,0.000172140600625426,0.175117686390877,0.242264151573181,0.183617874979973,0,0.0240749754011631,0,0.341751486063004,0,0,0,0.328761100769043,0.289837926626205,0,0,0.0700278431177139,0.267447412014008,0.348723649978638,0.387363880872726,0,0,0,0,0,0,0,0.0376935116946697,0,0,0,0.113403871655464,0,0,0,0,0,0.148599222302437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077270083129406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Ostholstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253899451345205,0.0416988283395767,0.0404829308390617,0,0,0,0,0,0,0.0365427881479263,0.00515573471784592,0.0196526441723108,0.00734609924256802,0.0593399628996849,0.0610813312232494,0.0824072137475014,0.0998404398560524,0.0840244293212891,0.0610251948237419,0.0771383941173553,0.0836898162961006,0.100225389003754,0.0811710804700851,0.107520163059235,0.137447789311409,0.156187325716019,0.159086003899574,0.123455829918385,0.11126908659935,0.052601657807827,0.1014169678092,0.105619184672832,0.0863621905446053,0.0913476794958115,0.124284490942955,0,0,0,0,0,0,0,0.0497715286910534,0.0796184614300728,0.0273500941693783,0.0752338543534279,0.116051182150841,0.144365325570107,0.18285396695137,0.106823973357677,0,0,0.0997767075896263,0.1237458512187,0.128224536776543,0.132225334644318,0.131391882896423,0.131842881441116,0.029393307864666,0.0717123746871948,0.113103315234184,0.179280757904053,0.147660300135612,0.0872137546539307,0.0829458460211754,0.170836091041565,0.205237478017807,0.20321723818779,0.2015750259161,0.203876674175262,0.20950973033905,0.205036893486977,0.194310411810875,0.182786986231804,0.180541008710861,0.206759676337242,0.230561181902885,0.220231473445892,0.196499511599541,0.188011422753334,0.219513893127441,0.220032438635826,0.19218772649765,0.138788789510727,0.0755006074905396,0.0966736078262329,0.12841135263443,0.0941596031188965,0.0954791903495789,0.112597435712814,0.121607460081577,0.110362932085991,0,0.0706117302179337,0,0.144234791398048,0,0,0,0.134295269846916,0.127971142530441,0,0,0,0.1070297062397,0.152151986956596,0.163941219449043,0.121893674135208,0,0,0,0,0,0,0.0739394575357437,0.0692110508680344,0,0,0,0,0,0,0,0,0.0645589008927345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593854412436485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Pinneberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653624068945646,0,0,0,0,0,0,0,0,0,0,0.0514876432716846,0.0753739848732948,0,0,0,0,0,0,0,8.21440189611167e-05,0.0128054255619645,0.135689571499825,0.223045885562897,0.213658854365349,0,0,0,0,0,0,0.174950540065765,0.155204117298126,0.278256386518478,0.281120926141739,0.271487414836884,0.311088711023331,0.359908491373062,0.430090367794037,0.393487453460693,0.314270526170731,0.311504513025284,0.354849129915237,0.401306599378586,0.353956758975983,0.491029053926468,0.602784872055054,0.670624792575836,0.650621056556702,0.434859126806259,0.397665679454803,0.229150906205177,0.375698149204254,0.33988481760025,0.376780390739441,0.371910810470581,0.489775806665421,0,0,0,0,0,0,0,0.227623268961906,0.0508574731647968,0.354617953300476,0.332240432500839,0.421932339668274,0.588789761066437,0.667327225208282,0.347198218107224,0,0,0.397633939981461,0.481828808784485,0.511291205883026,0.513160586357117,0.48773455619812,0.508027017116547,0.305421143770218,0.272812902927399,0.531542539596558,0.728065431118011,0.521782517433167,0.277280658483505,0.0461957305669785,0.686958074569702,0.808877527713776,0.859637439250946,0.903029799461365,0.871937215328217,0.909776031970978,0.911992728710175,0.878540933132172,0.856706261634827,0.850546538829803,0.869652569293976,0.948224484920502,0.879196763038635,0.750527322292328,0.732717275619507,0.963704764842987,0.98190450668335,0.76159530878067,0.597832560539246,0.0461742803454399,0.297310680150986,0.564922332763672,0.354650139808655,0.438674241304398,0.415884077548981,0.463775426149368,0.359725028276443,0,0,0,0.582811892032623,0,0,0,0.505435109138489,0.56983208656311,0,0,0,0.416289031505585,0.647681295871735,0.760402679443359,0.345808327198029,0,0,0,0,0,0,0.00211080606095493,0.0867281854152679,0,0,0,0,0,0,0,0,0.26365327835083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000975204922724515,0,0,0,0,0,0,0,0,0,0,0.297083884477615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
