GeografischerName_GEN,mean.day_1,mean.day_2,mean.day_3,mean.day_4,mean.day_5,mean.day_6,mean.day_7,mean.day_8,mean.day_9,mean.day_10,mean.day_11,mean.day_12,mean.day_13,mean.day_14,mean.day_15,mean.day_16,mean.day_17,mean.day_18,mean.day_19,mean.day_20,mean.day_21,mean.day_22,mean.day_23,mean.day_24,mean.day_25,mean.day_26,mean.day_27,mean.day_28,mean.day_29,mean.day_30,mean.day_31,mean.day_32,mean.day_33,mean.day_34,mean.day_35,mean.day_36,mean.day_37,mean.day_38,mean.day_39,mean.day_40,mean.day_41,mean.day_42,mean.day_43,mean.day_44,mean.day_45,mean.day_46,mean.day_47,mean.day_48,mean.day_49,mean.day_50,mean.day_51,mean.day_52,mean.day_53,mean.day_54,mean.day_55,mean.day_56,mean.day_57,mean.day_58,mean.day_59,mean.day_60,mean.day_61,mean.day_62,mean.day_63,mean.day_64,mean.day_65,mean.day_66,mean.day_67,mean.day_68,mean.day_69,mean.day_70,mean.day_71,mean.day_72,mean.day_73,mean.day_74,mean.day_75,mean.day_76,mean.day_77,mean.day_78,mean.day_79,mean.day_80,mean.day_81,mean.day_82,mean.day_83,mean.day_84,mean.day_85,mean.day_86,mean.day_87,mean.day_88,mean.day_89,mean.day_90,mean.day_91,mean.day_92,mean.day_93,mean.day_94,mean.day_95,mean.day_96,mean.day_97,mean.day_98,mean.day_99,mean.day_100,mean.day_101,mean.day_102,mean.day_103,mean.day_104,mean.day_105,mean.day_106,mean.day_107,mean.day_108,mean.day_109,mean.day_110,mean.day_111,mean.day_112,mean.day_113,mean.day_114,mean.day_115,mean.day_116,mean.day_117,mean.day_118,mean.day_119,mean.day_120,mean.day_121,mean.day_122,mean.day_123,mean.day_124,mean.day_125,mean.day_126,mean.day_127,mean.day_128,mean.day_129,mean.day_130,mean.day_131,mean.day_132,mean.day_133,mean.day_134,mean.day_135,mean.day_136,mean.day_137,mean.day_138,mean.day_139,mean.day_140,mean.day_141,mean.day_142,mean.day_143,mean.day_144,mean.day_145,mean.day_146,mean.day_147,mean.day_148,mean.day_149,mean.day_150,mean.day_151,mean.day_152,mean.day_153,mean.day_154,mean.day_155,mean.day_156,mean.day_157,mean.day_158,mean.day_159,mean.day_160,mean.day_161,mean.day_162,mean.day_163,mean.day_164,mean.day_165,mean.day_166,mean.day_167,mean.day_168,mean.day_169,mean.day_170,mean.day_171,mean.day_172,mean.day_173,mean.day_174,mean.day_175,mean.day_176,mean.day_177,mean.day_178,mean.day_179,mean.day_180,mean.day_181,mean.day_182,mean.day_183,mean.day_184,mean.day_185,mean.day_186,mean.day_187,mean.day_188,mean.day_189,mean.day_190,mean.day_191,mean.day_192,mean.day_193,mean.day_194,mean.day_195,mean.day_196,mean.day_197,mean.day_198,mean.day_199,mean.day_200,mean.day_201,mean.day_202,mean.day_203,mean.day_204,mean.day_205,mean.day_206,mean.day_207,mean.day_208,mean.day_209,mean.day_210,mean.day_211,mean.day_212,mean.day_213,mean.day_214,mean.day_215,mean.day_216,mean.day_217,mean.day_218,mean.day_219,mean.day_220,mean.day_221,mean.day_222,mean.day_223,mean.day_224,mean.day_225,mean.day_226,mean.day_227,mean.day_228,mean.day_229,mean.day_230,mean.day_231,mean.day_232,mean.day_233,mean.day_234,mean.day_235,mean.day_236,mean.day_237,mean.day_238,mean.day_239,mean.day_240,mean.day_241,mean.day_242,mean.day_243,mean.day_244,mean.day_245,mean.day_246,mean.day_247,mean.day_248,mean.day_249,mean.day_250,mean.day_251,mean.day_252,mean.day_253,mean.day_254,mean.day_255,mean.day_256,mean.day_257,mean.day_258,ID
Oldenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00981909688562155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161684155464172,0.0937049761414528,0.0513181835412979,0,0,0,0,0,0,0,0,0.125791370868683,0.00399564485996962,0,0,0,0,0,0,0.0294967200607061,0.137163937091827,0,0,0,0,0,0,0,0,0,0.362379550933838,0.391963809728622,0.3570376932621,0,0.269098669290543,0.279559195041656,0.00377774727530777,0.199498772621155,0,0,0,0,0,0.40441882610321,0.643912255764008,0.747096300125122,0.456091940402985,0.381368070840836,0.511583924293518,0.5049889087677,0.267591297626495,0.306139498949051,0.669759273529053,0.793008029460907,0.454545646905899,0.418122708797455,0.619766414165497,0.610993683338165,0.455770522356033,0.752779543399811,0.724488317966461,0.629878759384155,0.969959557056427,1.02706098556519,0.54644238948822,0.537366151809692,0.647228240966797,0.616278052330017,0.00652400171384215,0.265003800392151,0.579515397548676,0.525290250778198,0.679951906204224,0.716841638088226,0.728563189506531,0.832189857959747,0.579965174198151,0.469960778951645,0.605090856552124,0.813524663448334,0.974031925201416,1.02698254585266,0.844171106815338,0.601153194904327,0.752804458141327,0.788823127746582,0.736686944961548,0.782576322555542,0.680009841918945,0.625508785247803,0.459211349487305,0.342241078615189,0.557352185249329,0.550024747848511,0.539367139339447,0.604299247264862,0.867917954921722,0.511162102222443,0.430279612541199,0.786755323410034,0.831864178180695,0.831776201725006,0.647270321846008,0.696723937988281,57
Osnabrück,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510411197319627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540441237390041,0.0911649093031883,0.089380256831646,0,0,0,0,0,0,0,0,0.136426329612732,0.0731548443436623,0.00223696138709784,0,0,0,0,0,0,0.166989400982857,0,0,0,0,0,0,0,0,0,0.348407477140427,0.384737342596054,0.329105913639069,0,0.251150399446487,0.261822134256363,0.111352741718292,0.221519500017166,0,0,0,0,0,0.4010269343853,0.607845783233643,0.675569653511047,0.40489187836647,0.364790081977844,0.480758547782898,0.521353542804718,0.337837040424347,0.311478048563004,0.590722322463989,0.721087455749512,0.460173964500427,0.439840525388718,0.674214720726013,0.596728622913361,0.412877291440964,0.711158573627472,0.742933034896851,0.658408463001251,0.914070188999176,0.960213661193848,0.555140733718872,0.53610897064209,0.63613224029541,0.549436688423157,0.343245565891266,0.298490583896637,0.53068083524704,0.506083965301514,0.656729578971863,0.666580736637115,0.692442178726196,0.796276986598969,0.591944396495819,0.392344057559967,0.504976212978363,0.684302508831024,0.933131575584412,0.928570985794067,0.727295100688934,0.56308388710022,0.70352441072464,0.747353971004486,0.673053920269012,0.735540509223938,0.6295485496521,0.543791353702545,0.477075755596161,0.407095313072205,0.624072551727295,0.500506162643433,0.4384406208992,0.605932950973511,0.857636988162994,0.521939814090729,0.418429493904114,0.744779825210571,0.861264944076538,0.848365724086761,0.707785904407501,0.844226181507111,58
Vechta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805442593991756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450937263667583,0.0854823291301727,0.0704370588064194,0,0,0,0,0,0,0,0,0.125260695815086,0.0542370900511742,0,0,0,0,0,0,0,0.155855432152748,0,0,0,0,0,0,0,0,0,0.3364098072052,0.364626735448837,0.320402592420578,0,0.231645300984383,0.249076142907143,0.0704446360468864,0.200404956936836,0,0,0,0,0,0.370417445898056,0.566363573074341,0.647314131259918,0.398372501134872,0.347242176532745,0.457603067159653,0.476769983768463,0.287235468626022,0.292559444904327,0.569128394126892,0.682299673557281,0.417471438646317,0.400386214256287,0.601769864559174,0.555389940738678,0.393303483724594,0.66935259103775,0.675173163414001,0.584397852420807,0.853416502475739,0.899996101856232,0.504553020000458,0.48835888504982,0.581973612308502,0.536313116550446,0.220195040106773,0.278120100498199,0.52123749256134,0.469859480857849,0.619827568531036,0.623933792114258,0.644878387451172,0.75783908367157,0.528627336025238,0.391611397266388,0.511310517787933,0.686271369457245,0.872511029243469,0.892126202583313,0.718395531177521,0.527457475662231,0.666097044944763,0.696685135364532,0.640362203121185,0.687270939350128,0.595973551273346,0.530875563621521,0.420512855052948,0.346654415130615,0.558211743831635,0.491050690412521,0.439184010028839,0.565741240978241,0.800434291362762,0.473638832569122,0.391477912664413,0.697632789611816,0.785211145877838,0.782460153102875,0.636961042881012,0.736167073249817,59
Wesermarsch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257932860404253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245227962732315,0.0123123154044151,0,0,0,0,0,0,0,0,0.0320963822305202,0,0,0,0,0,0,0,0.0226246397942305,0.0339976102113724,0,0,0,0,0,0,0,0,0,0.0971388146281242,0.105218455195427,0.097033403813839,0,0.0734033435583115,0.0770333334803581,0,0.0541822165250778,0,0,0,0,0,0.10996026545763,0.176505014300346,0.20600563287735,0.124692060053349,0.105482831597328,0.1402338296175,0.136879146099091,0.0695963352918625,0.0832869037985802,0.185989215970039,0.220014110207558,0.124898552894592,0.113983161747456,0.167862057685852,0.168533593416214,0.128461331129074,0.20820726454258,0.198231071233749,0.174107849597931,0.26990157365799,0.286201298236847,0.150419503450394,0.148272812366486,0.180040687322617,0.173074007034302,0,0.070720300078392,0.16205695271492,0.147670030593872,0.187931925058365,0.201020151376724,0.203596532344818,0.231435000896454,0.161397576332092,0.133315607905388,0.167964026331902,0.229922264814377,0.271743357181549,0.28896290063858,0.237538143992424,0.169367790222168,0.212649539113045,0.221430167555809,0.207874104380608,0.219798177480698,0.191606998443604,0.180282950401306,0.13052673637867,0.0958052426576614,0.15307879447937,0.152670904994011,0.154713332653046,0.167501449584961,0.242414742708206,0.143014803528786,0.122462436556816,0.222443968057632,0.232366591691971,0.232882231473923,0.179712548851967,0.190142318606377,60
Wittmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642333819996566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657612225040793,0,0,0,0,0,0,0,0,0,0.00963405333459377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027734549716115,0.0302026756107807,0.0282929595559835,0,0.0224621780216694,0.0199636295437813,0,0.0159316342324018,0,0,0,0,0,0.0342197939753532,0.0572688207030296,0.0644478499889374,0.0406670682132244,0.031604029238224,0.0427293851971626,0.0417075380682945,0.0231100432574749,0.0182382017374039,0.0589063391089439,0.0692544132471085,0.0392616167664528,0.0372709706425667,0.0531483925879002,0.0503098294138908,0.0410464107990265,0.0656294152140617,0.0610861852765083,0.0531944371759892,0.0861689224839211,0.0896907821297646,0.0458307266235352,0.0502353422343731,0.0566566661000252,0.0531264021992683,0.00376570969820023,0.0258229952305555,0.0470602251589298,0.0431557483971119,0.0562202222645283,0.0653490349650383,0.0628816336393356,0.0688868835568428,0.055721178650856,0.0457031093537807,0.0581090152263641,0.067046120762825,0.0851671323180199,0.0896069929003716,0.0753390043973923,0.0580070428550243,0.0697507187724113,0.0715402215719223,0.0655158758163452,0.067815788090229,0.0599280297756195,0.0540669783949852,0.0430115722119808,0.030073719099164,0.0496995933353901,0.0524055920541286,0.0490578860044479,0.0552691891789436,0.0741115584969521,0.0454615391790867,0.0389152057468891,0.0686292052268982,0.0710720866918564,0.0676868483424187,0.0542093552649021,0.0562868639826775,61
Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104517145082355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093389593064785,0.0555453971028328,0,0,0,0,0,0,0,0,0.113030299544334,0,0,0,0,0,0,0,0.114726103842258,0.118586793541908,0,0,0,0,0,0,0,0,0,0.372602462768555,0.401327818632126,0.378831893205643,0,0.268936932086945,0.312345236539841,0,0.207089930772781,0,0,0,0,0,0.41256844997406,0.671045064926147,0.800750911235809,0.478803128004074,0.418432861566544,0.538681983947754,0.525707304477692,0.245923042297363,0.310992330312729,0.720082879066467,0.855294764041901,0.482714056968689,0.433254212141037,0.650814473628998,0.665924608707428,0.509381175041199,0.812023162841797,0.770811200141907,0.682256817817688,1.06296253204346,1.13356447219849,0.58712774515152,0.568120777606964,0.710881114006042,0.690084636211395,0.0603876225650311,0.0243088565766811,0.648415863513947,0.59126877784729,0.726320326328278,0.776725888252258,0.797549843788147,0.918703317642212,0.621521830558777,0.508318245410919,0.611909151077271,0.925976812839508,1.0745484828949,1.15182781219482,0.924578130245209,0.665960371494293,0.85417765378952,0.869157791137695,0.823180913925171,0.854408800601959,0.750231385231018,0.724772334098816,0.521621942520142,0.357480525970459,0.583175837993622,0.57062816619873,0.604852437973022,0.648087918758392,0.95531153678894,0.576138913631439,0.500932455062866,0.890681982040405,0.933513581752777,0.938100278377533,0.710753560066223,0.759435653686523,62
Bremerhaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367408222518861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423214063048363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168788731098175,0.208369702100754,0.186697617173195,0,0.151051342487335,0.127823576331139,0,0.108119875192642,0,0,0,0,0,0.200007498264313,0.383599787950516,0.465590268373489,0.29308494925499,0.244085758924484,0.304542779922485,0.273025155067444,0,0.129440993070602,0.420573741197586,0.523105800151825,0.271456986665726,0.266277074813843,0.356721729040146,0.359006881713867,0.33346101641655,0.470144063234329,0.41843456029892,0.39126655459404,0.647224426269531,0.68056333065033,0.331370025873184,0.356326401233673,0.412319958209991,0.427868902683258,0.209588244557381,0.24080853164196,0.358485519886017,0.347901672124863,0.398887425661087,0.498695254325867,0.452970057725906,0.526369571685791,0.420893460512161,0.350801438093185,0.433590650558472,0.546310782432556,0.643384158611298,0.703116416931152,0.577427208423615,0.444345593452454,0.506679475307465,0.56041944026947,0.513838768005371,0.52722555398941,0.457307189702988,0.475168585777283,0.389687716960907,0.227579355239868,0.400357455015182,0.411353409290314,0.422295570373535,0.346568286418915,0.554900586605072,0.378485083580017,0.293865203857422,0.539467215538025,0.520028173923492,0.533450603485107,0.410958737134933,0.389957755804062,63
Düsseldorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90363456972409e-05,0.000192660445463844,0,0,0,0,0,0,0,0,0,0,0,0,0.000250113982474431,0,0,0,0,0,0,0,0.0135815190151334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839197784662247,0.156064420938492,0.206331580877304,0.256075829267502,0,0,0,0,0,0,0,0.0224543511867523,0.337940573692322,0.370047152042389,0.286356300115585,0.2569560110569,0,0,0,0,0.207464084029198,0.373794168233871,0,0,0,0,0.376581788063049,0.240438610315323,0.220377922058105,0.232548028230667,0,0.718911528587341,0.732911825180054,0.643524169921875,0.346129864454269,0.598341822624207,0.533021330833435,0.416990488767624,0.512677669525146,0,0,0,0.390681326389313,0.389506161212921,0.975174248218536,1.29314541816711,1.22194302082062,0.775364875793457,0.78939688205719,0.952259242534637,1.04956209659576,0.928488075733185,0.934527158737183,1.20698988437653,1.4246232509613,0.956641316413879,0.875057101249695,1.37974238395691,1.20636534690857,1.02348709106445,1.39353084564209,1.5112384557724,1.60001718997955,1.84541165828705,1.73989999294281,1.10461950302124,1.13285028934479,1.32373213768005,0.870101988315582,0.876372218132019,0.579254806041718,0.99979555606842,1.21724534034729,1.29501020908356,1.43331861495972,1.42309558391571,1.50519573688507,1.37293374538422,0.86470240354538,1.24373197555542,1.58223223686218,1.83425450325012,1.64719986915588,1.4323410987854,1.32513701915741,1.40093386173248,1.38694441318512,1.44371223449707,1.62213730812073,1.34743785858154,1.10107088088989,1.05494821071625,1.29623448848724,1.19372022151947,1.03459107875824,0.802829504013062,1.35014855861664,1.76938807964325,1.22538506984711,1.09224760532379,1.65998506546021,1.70902752876282,1.69983780384064,1.53293025493622,1.87572908401489,64
Duisburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236143081565388,3.7455483834492e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00120901607442647,0,0,0,0,0,0,0,0.0139117715880275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771605893969536,0.131206527352333,0.166021510958672,0.20357221364975,0,0,0,0,0,0,0,0.145076334476471,0.287315279245377,0.294442355632782,0.234315916895866,0.201142027974129,0,0,0,0,0.194687530398369,0.305410891771317,0,0,0,0,0.286240309476852,0.188077583909035,0,0.0515749417245388,0,0.574996590614319,0.59975677728653,0.509653270244598,0.226902082562447,0.474885821342468,0.422796666622162,0.319275736808777,0.41102397441864,0,0,0,0.253060430288315,0.293967545032501,0.790946483612061,1.04925799369812,0.997094571590424,0.62407112121582,0.640604734420776,0.77289617061615,0.856748342514038,0.744981229305267,0.762441575527191,0.998292207717896,1.15698730945587,0.767929136753082,0.69018280506134,1.12507128715515,0.983857929706573,0.827862143516541,1.1377055644989,1.2362859249115,1.30695867538452,1.52334034442902,1.43790245056152,0.90547251701355,0.937264621257782,1.0853556394577,0.729751467704773,0.735791265964508,0.498274356126785,0.85198849439621,1.01193940639496,1.08350837230682,1.20166456699371,1.18836760520935,1.26811110973358,1.13017821311951,0.706639170646667,1.04011595249176,1.33506858348846,1.56506657600403,1.38575005531311,1.20873427391052,1.12400388717651,1.15419220924377,1.19897449016571,1.19733262062073,1.36299431324005,1.14494001865387,0.932667136192322,0.938959181308746,1.10911166667938,1.04261636734009,0.849424242973328,0.669729173183441,1.1666796207428,1.51712882518768,1.0333126783371,0.938657104969025,1.43488216400146,1.4666051864624,1.43351233005524,1.33400630950928,1.65830314159393,65
Essen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223172319238074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161717308219522,0,0,0,0,0,0,0,0.0134405950084329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723343417048454,0.127612173557281,0.173620462417603,0.209227710962296,0,0,0,0,0,0,0,0.116773456335068,0.288711607456207,0.293223112821579,0.209179252386093,0.197807565331459,0,0,0,0,0.018950330093503,0.307159155607224,0,0,0,0,0.241077244281769,0.0181852374225855,0,0,0,0.589959442615509,0.628501892089844,0.523418366909027,0.253092169761658,0.490399956703186,0.430610090494156,0.307530671358109,0.399197399616241,0,0,0,0.0258360859006643,0.25530931353569,0.817106485366821,1.10470283031464,1.05654835700989,0.650471866130829,0.654766201972961,0.81851452589035,0.90132737159729,0.767957091331482,0.760870397090912,1.03976619243622,1.23248386383057,0.803252279758453,0.690795361995697,1.19356548786163,1.03340637683868,0.846139430999756,1.18775570392609,1.30514395236969,1.36825382709503,1.60395574569702,1.54155445098877,0.945573925971985,0.962319433689117,1.13496649265289,0.716953635215759,0.716322064399719,0.0498534701764584,0.817599356174469,1.03207290172577,1.11181688308716,1.2221599817276,1.22542202472687,1.33121824264526,1.13660740852356,0.631228029727936,1.04391598701477,1.37019002437592,1.61669921875,1.41396975517273,1.21475076675415,1.11932504177094,1.16203165054321,1.1972713470459,1.23076069355011,1.39143526554108,1.14365124702454,0.922774910926819,0.892053782939911,1.09692525863647,0.985825538635254,0.793381094932556,0.625751674175262,1.10736906528473,1.50622296333313,0.994906663894653,0.872504055500031,1.4222092628479,1.46379458904266,1.48717570304871,1.33355844020844,1.65919148921967,66
Krefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171714957104996,0.000149556231917813,0,0,0,0,0,0,0,0,0,0,0,0,1.46762840813608e-06,0,0,0,0,0,0,0,0.0122038647532463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678605586290359,0.114095784723759,0.143308654427528,0.17448191344738,0,0,0,0,0,0,0,0.129193842411041,0.240677997469902,0.253161370754242,0.210094258189201,0.176041901111603,0,0,0,0,0.179286420345306,0.264043778181076,0,0,0,0,0.254002660512924,0.177640676498413,0.00697194458916783,0.180874839425087,0,0.487163215875626,0.50364875793457,0.421654522418976,0.188473582267761,0.396669983863831,0.347180902957916,0.267281949520111,0.348461389541626,0,0,0,0.235970318317413,0.26224473118782,0.653159558773041,0.863665521144867,0.820073366165161,0.511083781719208,0.531521677970886,0.632887721061707,0.700272798538208,0.614809691905975,0.634243130683899,0.816680669784546,0.932240962982178,0.624273002147675,0.575006186962128,0.910431265830994,0.797390282154083,0.681773126125336,0.923736393451691,0.999409973621368,1.05845677852631,1.22676813602448,1.14051294326782,0.7199826836586,0.752934098243713,0.864876091480255,0.592529475688934,0.602234482765198,0.423437535762787,0.692279458045959,0.815435886383057,0.867219686508179,0.963894963264465,0.948079347610474,0.993326961994171,0.907553136348724,0.6019167304039,0.844664752483368,1.05601894855499,1.2392669916153,1.10045063495636,0.948495149612427,0.894959449768066,0.921430826187134,0.953938484191895,0.949427366256714,1.0770970582962,0.907739043235779,0.732350528240204,0.74757969379425,0.874432981014252,0.83977347612381,0.688126504421234,0.548316121101379,0.935562133789062,1.20315563678741,0.830560147762299,0.745762586593628,1.12700295448303,1.14985764026642,1.10521078109741,1.04836761951447,1.28539633750916,67
Mönchengladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177906360477209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146301919594407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875154584646225,0.155743226408958,0.201075747609138,0.246377557516098,0,0,0,0,0,0,0,0.140557587146759,0.315291434526443,0.357164919376373,0.297669231891632,0.264273971319199,0,0,0,0,0.229123413562775,0.38110214471817,0,0,0,0,0.389132857322693,0.260644257068634,0.22793211042881,0.298917263746262,0,0.713123798370361,0.731903195381165,0.619440853595734,0.31953302025795,0.58329701423645,0.501511037349701,0.418723940849304,0.514062106609344,0,0,0,0.393946707248688,0.399384438991547,0.954762101173401,1.26514887809753,1.20877861976624,0.749668836593628,0.779901266098022,0.938747584819794,1.03501999378204,0.928882241249084,0.94645357131958,1.20251166820526,1.38141798973083,0.933466851711273,0.893942475318909,1.35214698314667,1.1902996301651,1.0280294418335,1.37391877174377,1.48700547218323,1.59067177772522,1.82573473453522,1.67337477207184,1.04795062541962,1.10931122303009,1.29267835617065,0.855590164661407,0.869578540325165,0.577507674694061,0.988287150859833,1.21318662166595,1.26671147346497,1.38851511478424,1.39674627780914,1.44861507415771,1.35877323150635,0.941792249679565,1.26922357082367,1.55124223232269,1.80174815654755,1.62035059928894,1.37903523445129,1.27879643440247,1.37143242359161,1.36215710639954,1.41638517379761,1.58363318443298,1.31100261211395,1.02934014797211,1.02899265289307,1.2522439956665,1.20787608623505,1.03314328193665,0.776822447776794,1.34279799461365,1.75121557712555,1.22899317741394,1.08361959457397,1.63375771045685,1.66395950317383,1.62670588493347,1.52236115932465,1.83875489234924,68
