GeografischerName_GEN,mean.day_1,mean.day_2,mean.day_3,mean.day_4,mean.day_5,mean.day_6,mean.day_7,mean.day_8,mean.day_9,mean.day_10,mean.day_11,mean.day_12,mean.day_13,mean.day_14,mean.day_15,mean.day_16,mean.day_17,mean.day_18,mean.day_19,mean.day_20,mean.day_21,mean.day_22,mean.day_23,mean.day_24,mean.day_25,mean.day_26,mean.day_27,mean.day_28,mean.day_29,mean.day_30,mean.day_31,mean.day_32,mean.day_33,mean.day_34,mean.day_35,mean.day_36,mean.day_37,mean.day_38,mean.day_39,mean.day_40,mean.day_41,mean.day_42,mean.day_43,mean.day_44,mean.day_45,mean.day_46,mean.day_47,mean.day_48,mean.day_49,mean.day_50,mean.day_51,mean.day_52,mean.day_53,mean.day_54,mean.day_55,mean.day_56,mean.day_57,mean.day_58,mean.day_59,mean.day_60,mean.day_61,mean.day_62,mean.day_63,mean.day_64,mean.day_65,mean.day_66,mean.day_67,mean.day_68,mean.day_69,mean.day_70,mean.day_71,mean.day_72,mean.day_73,mean.day_74,mean.day_75,mean.day_76,mean.day_77,mean.day_78,mean.day_79,mean.day_80,mean.day_81,mean.day_82,mean.day_83,mean.day_84,mean.day_85,mean.day_86,mean.day_87,mean.day_88,mean.day_89,mean.day_90,mean.day_91,mean.day_92,mean.day_93,mean.day_94,mean.day_95,mean.day_96,mean.day_97,mean.day_98,mean.day_99,mean.day_100,mean.day_101,mean.day_102,mean.day_103,mean.day_104,mean.day_105,mean.day_106,mean.day_107,mean.day_108,mean.day_109,mean.day_110,mean.day_111,mean.day_112,mean.day_113,mean.day_114,mean.day_115,mean.day_116,mean.day_117,mean.day_118,mean.day_119,mean.day_120,mean.day_121,mean.day_122,mean.day_123,mean.day_124,mean.day_125,mean.day_126,mean.day_127,mean.day_128,mean.day_129,mean.day_130,mean.day_131,mean.day_132,mean.day_133,mean.day_134,mean.day_135,mean.day_136,mean.day_137,mean.day_138,mean.day_139,mean.day_140,mean.day_141,mean.day_142,mean.day_143,mean.day_144,mean.day_145,mean.day_146,mean.day_147,mean.day_148,mean.day_149,mean.day_150,mean.day_151,mean.day_152,mean.day_153,mean.day_154,mean.day_155,mean.day_156,mean.day_157,mean.day_158,mean.day_159,mean.day_160,mean.day_161,mean.day_162,mean.day_163,mean.day_164,mean.day_165,mean.day_166,mean.day_167,mean.day_168,mean.day_169,mean.day_170,mean.day_171,mean.day_172,mean.day_173,mean.day_174,mean.day_175,mean.day_176,mean.day_177,mean.day_178,mean.day_179,mean.day_180,mean.day_181,mean.day_182,mean.day_183,mean.day_184,mean.day_185,mean.day_186,mean.day_187,mean.day_188,mean.day_189,mean.day_190,mean.day_191,mean.day_192,mean.day_193,mean.day_194,mean.day_195,mean.day_196,mean.day_197,mean.day_198,mean.day_199,mean.day_200,mean.day_201,mean.day_202,mean.day_203,mean.day_204,mean.day_205,mean.day_206,mean.day_207,mean.day_208,mean.day_209,mean.day_210,mean.day_211,mean.day_212,mean.day_213,mean.day_214,mean.day_215,mean.day_216,mean.day_217,mean.day_218,mean.day_219,mean.day_220,mean.day_221,mean.day_222,mean.day_223,mean.day_224,mean.day_225,mean.day_226,mean.day_227,mean.day_228,mean.day_229,mean.day_230,mean.day_231,mean.day_232,mean.day_233,mean.day_234,mean.day_235,mean.day_236,mean.day_237,mean.day_238,mean.day_239,mean.day_240,mean.day_241,mean.day_242,mean.day_243,mean.day_244,mean.day_245,mean.day_246,mean.day_247,mean.day_248,mean.day_249,mean.day_250,mean.day_251,mean.day_252,mean.day_253,mean.day_254,mean.day_255,mean.day_256,mean.day_257,mean.day_258,ID
Main-Tauber-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310308746993542,0.0505122914910316,0.0733535587787628,0.0550444573163986,0,0,0,0,0,0,0,0,0,0,0.00582825066521764,0,0,0,0,0,0.0281534902751446,0,0,0,0,0,0,0.00106057000812143,0,0,0.274499863386154,0.292299509048462,0.26720666885376,0.181985586881638,0.237623825669289,0.193497821688652,0.196660175919533,0.205219373106956,0.198679357767105,0,0,0.237069234251976,0.263991564512253,0.366418182849884,0.493677198886871,0.566243886947632,0.410315603017807,0.329575747251511,0.381124496459961,0.474167972803116,0.490096598863602,0.43413919210434,0.518318355083466,0.634435653686523,0.590515971183777,0.542781710624695,0.693765163421631,0.655734717845917,0.544599652290344,0.687158703804016,0.762918949127197,0.796276569366455,0.820058345794678,0.913224875926971,0.648736834526062,0.613585889339447,0.725589275360107,0.616259038448334,0.364700078964233,0,0.00304170208983123,0.594942510128021,0.599272072315216,0.65238219499588,0.796525359153748,0.6584712266922,0.715651333332062,0.393364995718002,0.524725019931793,0.69423508644104,0.899018466472626,0.881539523601532,0.569611787796021,0.497434169054031,0.650223553180695,0.583219528198242,0.588686287403107,0.623216450214386,0.517620742321014,0.451181501150131,0.486148416996002,0.374038010835648,0.525442361831665,0.524837017059326,0.461081266403198,0.128410086035728,0.412220597267151,0.703956842422485,0.353535920381546,0.619580626487732,0.876167416572571,0.977624833583832,0.826619386672974,0.772411823272705,189
Heidenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165479630231857,0.0264454837888479,0.0501797683537006,0.040610209107399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800213888287544,0,0,0,0,0,0,0,0,0,0.224137097597122,0.26138910651207,0.240269109606743,0.121414229273796,0.174577921628952,0.20416784286499,0.132945075631142,0.235970318317413,0.130205988883972,0,0,0.211012333631516,0.26545113325119,0.321435421705246,0.442724496126175,0.53247344493866,0.445221990346909,0.250104397535324,0.32532674074173,0.446322619915009,0.516398251056671,0.435256123542786,0.451844304800034,0.598136425018311,0.613348543643951,0.581526756286621,0.698893845081329,0.626804769039154,0.593429386615753,0.694488048553467,0.798918902873993,0.819142818450928,0.799014985561371,0.891282618045807,0.736229777336121,0.725097119808197,0.745264828205109,0.669623613357544,0.358269542455673,0,0,0.504925131797791,0.640641570091248,0.643681883811951,0.803255558013916,0.641268610954285,0.70077645778656,0.46406477689743,0.468540787696838,0.68665337562561,0.809637010097504,0.886524260044098,0.58182281255722,0.575954914093018,0.634756803512573,0.439448058605194,0.41707244515419,0.420938640832901,0.424864113330841,0.0456680282950401,0.185053586959839,0,0.40639454126358,0.458107978105545,0,0,0,0.696642816066742,0.214064046740532,0.568760752677917,0.885827243328094,1.01478731632233,0.857133567333221,0.768943965435028,190
Ostalbkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646348984446377,0.0191418807953596,0.02990941144526,0.0505066774785519,0.0369854047894478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564359277486801,0,0,0,0,0,0,0,0,0,0.208089634776115,0.242113694548607,0.224938124418259,0.10314904153347,0.166604846715927,0.18029548227787,0.133931517601013,0.190738260746002,0.121614679694176,0,0,0.192622065544128,0.236032590270042,0.308158993721008,0.427371859550476,0.498339831829071,0.39226445555687,0.233815491199493,0.304648995399475,0.411552220582962,0.458000689744949,0.393835783004761,0.437788456678391,0.566900491714478,0.556256294250488,0.5227952003479,0.636150777339935,0.589712202548981,0.531901717185974,0.632826745510101,0.722371101379395,0.7545525431633,0.739307463169098,0.830235958099365,0.648986160755157,0.643758833408356,0.676665723323822,0.60522449016571,0.322311758995056,0,0,0.464934974908829,0.574671030044556,0.586584746837616,0.746071338653564,0.613641321659088,0.666518688201904,0.353261649608612,0.404877841472626,0.629412829875946,0.757482349872589,0.818139433860779,0.522239029407501,0.471217900514603,0.573077201843262,0.430575907230377,0.402704536914825,0.408054560422897,0.425447344779968,0.159866958856583,0.214752063155174,0,0.399783879518509,0.440508842468262,0.0105431154370308,0,0,0.625494062900543,0.178341552615166,0.514316082000732,0.809717118740082,0.92604672908783,0.756329715251923,0.705330610275269,191
Baden-Baden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250942334532738,0.0346651114523411,0.05089445784688,0.0723739787936211,0.0687691941857338,0,0,0,0,0,0,0,0.0654443949460983,0.0704699158668518,0,0,0,0,0,0,0,0.13860048353672,0,0,0,0,0,0,0,0,0.147159472107887,0.325776040554047,0.362378269433975,0.354714870452881,0.196881622076035,0.227488607168198,0.205756515264511,0.208223760128021,0.230617240071297,0.187312513589859,0,0,0.299416840076447,0.369392275810242,0.531334459781647,0.645326673984528,0.655906319618225,0.459809601306915,0.340523272752762,0.446599990129471,0.550121903419495,0.596046566963196,0.560782492160797,0.623976528644562,0.764295160770416,0.692288100719452,0.642480850219727,0.79846054315567,0.746376216411591,0.679430305957794,0.808992505073547,0.90814745426178,0.983466982841492,0.991162240505219,1.01438641548157,0.75276505947113,0.7603480219841,0.816886305809021,0.630747318267822,0.292151778936386,0,0,0.622879505157471,0.70691454410553,0.740495562553406,0.945431709289551,0.827386558055878,0.804842591285706,0.5202357172966,0.629078984260559,0.827374160289764,0.91506153345108,0.932014465332031,0.702267348766327,0.584016621112823,0.719607174396515,0.618135929107666,0.614312767982483,0.70463901758194,0.625376045703888,0,0.469046235084534,0,0.665642857551575,0.537822127342224,0.31070739030838,0,0.569267868995667,0.794246733188629,0.460848867893219,0.743289887905121,1.05673885345459,1.13831353187561,0.94386899471283,0.9911088347435,192
Karlsruhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344071164727211,0.054872740060091,0.0748285055160522,0.100404426455498,0.0935422033071518,0,0,0,0,0,0,0,0.0897619426250458,0.105024188756943,0,0.118150942027569,0,0,0,0,0,0.22714963555336,0,0,0,0,0.152225330471992,0,0.194057777523994,0.150467038154602,0.245367079973221,0.435863763093948,0.443079948425293,0.468602180480957,0.311858236789703,0.35858491063118,0.302247583866119,0.333263128995895,0.331778049468994,0.323859721422195,0,0,0.402441799640656,0.48140361905098,0.620774209499359,0.767217636108398,0.79248583316803,0.561511754989624,0.494752675294876,0.57389497756958,0.684071183204651,0.722553074359894,0.673391044139862,0.742977976799011,0.906940400600433,0.853961288928986,0.790363609790802,0.960757970809937,0.930678904056549,0.841736614704132,0.982562720775604,1.0802047252655,1.15216255187988,1.21090161800385,1.256716132164,0.941533267498016,0.925678730010986,1.01041805744171,0.81182062625885,0.559083700180054,0,0.582521557807922,0.888027250766754,0.964151263237,1.02556955814362,1.22177350521088,1.08282732963562,1.1268504858017,0.789918422698975,0.907541394233704,1.09600627422333,1.23372566699982,1.20744299888611,0.996722042560577,0.887229919433594,1.06881880760193,0.926223754882812,0.960774004459381,1.00695538520813,0.898103952407837,0.626511693000793,0.812110364437103,0.798988699913025,1.07044446468353,0.943645298480988,0.833143413066864,0.650882601737976,0.933375537395477,1.18944895267487,0.736295342445374,1.05191659927368,1.4017550945282,1.51851069927216,1.30941903591156,1.31684458255768,193
Karlsruhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31875669164583e-05,0.00635248236358166,0.00442397873848677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528362318873405,0.0823198929429054,0.109085083007812,0.144404366612434,0.129530638456345,0,0,0,0,0,0,0,0.118392944335938,0.139297187328339,0.0745984986424446,0.17108191549778,0,0,0,0,0.065967746078968,0.308393955230713,0.0725160762667656,0,0,0,0.145875617861748,0.0808896198868752,0.251177579164505,0.174424916505814,0.314582526683807,0.575571477413177,0.574646234512329,0.609187126159668,0.409671306610107,0.470735877752304,0.390006691217422,0.433182030916214,0.427385091781616,0.415725082159042,0,0,0.523463726043701,0.608840525150299,0.78379899263382,0.969423532485962,1.01061141490936,0.712887763977051,0.636692941188812,0.737609148025513,0.873874485492706,0.917101085186005,0.856263756752014,0.945116102695465,1.14940655231476,1.07701516151428,0.993247985839844,1.21422684192657,1.17746222019196,1.05336368083954,1.23914039134979,1.36385643482208,1.45403861999512,1.52344393730164,1.59087932109833,1.19048571586609,1.17452418804169,1.28090786933899,1.02892053127289,0.702321410179138,0.227649688720703,0.747448682785034,1.12594175338745,1.2183530330658,1.31272602081299,1.54558920860291,1.36676216125488,1.41689586639404,1.00654661655426,1.15567135810852,1.38551318645477,1.55996787548065,1.52122938632965,1.25350117683411,1.12361860275269,1.34517300128937,1.18466639518738,1.21598386764526,1.29136288166046,1.13167011737823,0.819206595420837,1.01135385036469,1.00086796283722,1.32916069030762,1.19292628765106,1.066126704216,0.831793963909149,1.17463743686676,1.49774134159088,0.928821682929993,1.34313023090363,1.77048814296722,1.92323315143585,1.66982412338257,1.67069435119629,194
Rastatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127536840736866,0.0182004477828741,0.0273333396762609,0.0399763621389866,0.0369694344699383,0,0,0,0,0,0,0,0.027745246887207,0.0298758260905743,0,0,0,0,0,0,0,0.0657464936375618,0,0,0,0,0,0,0,0,0.0623884759843349,0.182505398988724,0.204053431749344,0.198902383446693,0.0952402129769325,0.123102806508541,0.100582480430603,0.100147075951099,0.115126930177212,0.0794114246964455,0,0,0.163704976439476,0.203684136271477,0.298918217420578,0.369431257247925,0.378784239292145,0.261928200721741,0.181377992033958,0.250418871641159,0.314304202795029,0.342632710933685,0.320214837789536,0.356805175542831,0.44436639547348,0.398544937372208,0.367626011371613,0.464640349149704,0.429897427558899,0.389068484306335,0.467942237854004,0.528420627117157,0.571430087089539,0.57114040851593,0.589228332042694,0.43232849240303,0.440483272075653,0.472554922103882,0.355883538722992,0.12385818362236,0,0,0.33630645275116,0.395295947790146,0.413439780473709,0.540550172328949,0.47231736779213,0.454601466655731,0.262282758951187,0.338129132986069,0.469132035970688,0.523030161857605,0.532878875732422,0.38864740729332,0.29496556520462,0.397592961788177,0.332050293684006,0.32853177189827,0.383090764284134,0.334998786449432,0,0.225333228707314,0,0.353003114461899,0.267269641160965,0.131724864244461,0,0.282836556434631,0.440632283687592,0.195377573370934,0.415315181016922,0.601299047470093,0.652198970317841,0.532847762107849,0.556395471096039,195
Heidelberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223837443627417,0.000337828270858154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694606155157089,0.110127992928028,0.143340960144997,0.185399457812309,0.150768116116524,0,0,0,0,0,0,0,0.150710240006447,0.177041321992874,0.132606968283653,0.22969563305378,0,0,0,0,0.0162704158574343,0.346718579530716,0.0190787259489298,0,0,0,0.0203128401190042,0.0232829414308071,0.248588696122169,0.0396600998938084,0.300770312547684,0.668822526931763,0.658209502696991,0.670341193675995,0.451046198606491,0.541820108890533,0.418951421976089,0.469234555959702,0.443943917751312,0.463034272193909,0,0,0.595077216625214,0.630025327205658,0.861413180828094,1.08465123176575,1.16478312015533,0.785454928874969,0.704594969749451,0.863683938980103,1.01022577285767,1.01750946044922,0.943849980831146,1.08514904975891,1.31356644630432,1.18325686454773,1.11227369308472,1.39164757728577,1.33253574371338,1.13088309764862,1.39169955253601,1.53012108802795,1.61974692344666,1.71886074542999,1.81934428215027,1.29673027992249,1.2890864610672,1.46351039409637,1.13439238071442,0.667289257049561,0.0906217694282532,0.80381965637207,1.25477623939514,1.27518546581268,1.4676970243454,1.70906329154968,1.44527006149292,1.49165594577789,1.04875087738037,1.24557673931122,1.52899014949799,1.75338447093964,1.66785764694214,1.2885400056839,1.13947904109955,1.39293706417084,1.27663552761078,1.25837206840515,1.41242611408234,1.1284099817276,0.822343111038208,0.934044659137726,0.99448436498642,1.29879975318909,1.21834301948547,1.10094606876373,0.803124248981476,1.17498731613159,1.53592896461487,0.945953488349915,1.45700287818909,1.89940106868744,2.07112264633179,1.73119354248047,1.78767418861389,196
Mannheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148308277130127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722052231431007,0.107212066650391,0.131551474332809,0.173876285552979,0.151787981390953,0,0,0,0,0,0,0,0.178665786981583,0.224948093295097,0.176525995135307,0.252947092056274,0,0,0,0,0.157610192894936,0.349364966154099,0.190018430352211,0,0,0,0.195265367627144,0.239942759275436,0.347745448350906,0.242543786764145,0.351351588964462,0.641742348670959,0.607628762722015,0.648480892181396,0.466627061367035,0.524213552474976,0.430547475814819,0.489098817110062,0.478723108768463,0.493618667125702,0,0,0.594624996185303,0.60210108757019,0.808886885643005,0.988685667514801,1.04538822174072,0.718359768390656,0.690975844860077,0.802313148975372,0.922330915927887,0.941059470176697,0.894055247306824,0.997315526008606,1.17807674407959,1.08915722370148,1.01472139358521,1.25724768638611,1.2147376537323,1.05427324771881,1.27184867858887,1.40021300315857,1.49192667007446,1.55915033817291,1.64026463031769,1.24159753322601,1.23727035522461,1.34034860134125,1.08435392379761,0.792775213718414,0.631513476371765,0.952265977859497,1.25161612033844,1.29119503498077,1.47751700878143,1.66171681880951,1.42199552059174,1.48525488376617,1.16226637363434,1.2993232011795,1.4937561750412,1.68235981464386,1.61471700668335,1.35521519184113,1.27347648143768,1.44546687602997,1.35693800449371,1.37845647335052,1.53579556941986,1.27125585079193,1.09458959102631,1.13463020324707,1.18920743465424,1.430983543396,1.33745682239532,1.25705850124359,1.11280143260956,1.43965232372284,1.69988596439362,1.11488711833954,1.53924572467804,1.96080076694489,2.15253591537476,1.85523450374603,1.8894727230072,197
Neckar-Odenwald-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857278611510992,0.0408609732985497,0.0585498362779617,0.0798408761620522,0.0643999055027962,0,0,0,0,0,0,0,0.00455610826611519,0.0127682480961084,0.00461507029831409,0.0782307609915733,0,0,0,0,0,0.114567510783672,0,0,0,0,0,0,0.0211374089121819,0,0.0303803086280823,0.304868757724762,0.314664602279663,0.306769371032715,0.198581576347351,0.254755765199661,0.197805285453796,0.206736698746681,0.204191267490387,0.209869846701622,0,0,0.26459327340126,0.294970452785492,0.407903045415878,0.533758997917175,0.593942403793335,0.410259425640106,0.341000109910965,0.415500402450562,0.503119230270386,0.514971792697906,0.467140346765518,0.550245463848114,0.666348934173584,0.607807457447052,0.566852450370789,0.718602955341339,0.683908402919769,0.571999907493591,0.713552474975586,0.789954304695129,0.834997296333313,0.870412707328796,0.951278805732727,0.661646664142609,0.64137190580368,0.752839803695679,0.591828286647797,0.311238199472427,0,0.0999994426965714,0.598983705043793,0.616487205028534,0.697196662425995,0.838422060012817,0.699200630187988,0.733303248882294,0.448748767375946,0.581360280513763,0.739420652389526,0.901531934738159,0.869692623615265,0.602337121963501,0.515998721122742,0.669182479381561,0.605213224887848,0.588074564933777,0.650170564651489,0.514676630496979,0.37736639380455,0.438481867313385,0.396660447120667,0.573703467845917,0.561706244945526,0.49082425236702,0.0781501978635788,0.471992880105972,0.718718945980072,0.384023457765579,0.660846650600433,0.915717363357544,1.00738263130188,0.843280792236328,0.833712875843048,198
Rhein-Neckar-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600744318217039,0.00226457486860454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585540123283863,0.0916279256343842,0.118783704936504,0.153494894504547,0.129216626286507,0,0,0,0,0,0,0,0.124937646090984,0.149857044219971,0.115947835147381,0.191517040133476,0,0,0,0,0.0473221838474274,0.302624076604843,0.0534551292657852,0,0,0,0.0596584342420101,0.062077421694994,0.218354851007462,0.107421956956387,0.265457153320312,0.561456501483917,0.552005112171173,0.573200225830078,0.389884114265442,0.458364903926849,0.363210707902908,0.408439338207245,0.388748198747635,0.399036675691605,0,0,0.499834507703781,0.549707591533661,0.72464907169342,0.90334939956665,0.962979555130005,0.664458274841309,0.601788938045502,0.714138031005859,0.836066663265228,0.854516327381134,0.794954597949982,0.898329794406891,1.08382678031921,0.994844913482666,0.927090466022491,1.14740562438965,1.10717940330505,0.959617495536804,1.15842163562775,1.27233684062958,1.35038733482361,1.42412638664246,1.50494647026062,1.09566056728363,1.0853363275528,1.21270728111267,0.957588911056519,0.611349403858185,0.230842158198357,0.705066978931427,1.0560200214386,1.10208570957184,1.23391175270081,1.43407714366913,1.2423722743988,1.28074741363525,0.908091425895691,1.06799292564392,1.28646409511566,1.46308267116547,1.4044691324234,1.11908149719238,0.996300220489502,1.21016025543213,1.09818959236145,1.09186565876007,1.19843256473541,0.996385872364044,0.753592193126678,0.858737349510193,0.899023115634918,1.15273654460907,1.07035756111145,0.9849893450737,0.710299551486969,1.03432488441467,1.33561885356903,0.839424550533295,1.23833870887756,1.61221039295197,1.75528252124786,1.50630140304565,1.527867436409,199
